timestamp,temperature_C,cpu_percent,memory_percent,npu_utilization_percent
2026-02-03T13:35:26.288453,57.85,44.2,28.2,26.8
2026-02-03T13:35:28.491723,58.95,37.0,28.2,25.3
2026-02-03T13:35:30.694288,58.95,41.5,28.3,25.4
2026-02-03T13:35:32.897819,57.85,32.7,28.3,26.1
2026-02-03T13:35:35.100478,57.85,34.4,28.3,26.1
2026-02-03T13:35:37.304512,57.85,44.2,28.3,26.0
2026-02-03T13:35:39.507669,57.85,35.2,28.3,25.2
2026-02-03T13:35:41.710607,60.05,54.0,28.3,26.6
2026-02-03T13:35:43.914624,61.15,53.7,28.2,26.1
2026-02-03T13:35:46.122763,58.95,53.5,28.3,26.0
2026-02-03T13:35:48.325405,56.75,58.9,28.3,25.8
2026-02-03T13:35:50.534433,57.85,35.7,28.3,25.9
2026-02-03T13:35:52.738977,58.4,45.7,28.3,27.0
2026-02-03T13:35:54.943153,57.85,32.8,28.2,26.1
2026-02-03T13:35:57.146049,57.85,33.1,28.3,25.8
2026-02-03T13:35:59.356264,57.85,43.6,28.2,25.8
2026-02-03T13:36:01.560706,56.75,35.6,28.3,26.1
2026-02-03T13:36:03.773512,57.3,42.1,28.3,26.5
2026-02-03T13:36:05.975758,57.3,34.0,28.3,26.1
2026-02-03T13:36:08.181999,57.3,37.0,28.3,25.9
2026-02-03T13:36:10.385892,57.85,42.3,28.3,26.2
2026-02-03T13:36:12.589507,57.85,35.4,28.3,25.5
2026-02-03T13:36:14.793150,58.4,45.0,28.3,27.0
2026-02-03T13:36:16.995313,58.4,33.4,28.3,25.8
2026-02-03T13:36:19.197844,57.85,40.7,28.3,25.8
2026-02-03T13:36:21.401355,58.95,34.9,28.3,25.8
2026-02-03T13:36:23.604937,57.85,33.0,28.3,25.7
2026-02-03T13:36:25.807969,56.75,44.3,28.3,26.3
2026-02-03T13:36:28.011530,56.2,28.5,28.3,25.8
2026-02-03T13:36:30.214390,58.95,53.4,28.2,26.1
2026-02-03T13:36:32.420701,56.75,47.6,28.3,25.5
2026-02-03T13:36:34.626971,57.85,34.1,28.3,26.1
2026-02-03T13:36:36.830571,56.2,42.1,28.3,26.1
2026-02-03T13:36:39.035444,57.3,33.0,28.3,26.1
2026-02-03T13:36:41.238503,57.3,48.2,28.3,25.6
2026-02-03T13:36:43.441919,58.4,34.1,28.3,25.4
2026-02-03T13:36:45.644694,56.2,31.5,28.3,26.0
2026-02-03T13:36:47.847868,56.75,41.0,28.3,25.7
2026-02-03T13:36:50.051418,56.75,36.9,28.3,25.3
2026-02-03T13:36:52.255556,56.75,41.7,28.3,25.2
2026-02-03T13:36:54.457766,56.75,34.4,28.3,25.4
2026-02-03T13:36:56.660296,58.4,39.2,28.3,25.7
2026-02-03T13:36:58.862551,56.75,31.9,28.3,25.4
2026-02-03T13:37:01.066236,56.75,34.2,28.4,25.2
2026-02-03T13:37:03.269743,57.85,41.1,28.3,26.3
2026-02-03T13:37:05.472755,56.75,32.6,28.3,25.4
2026-02-03T13:37:07.678155,57.3,38.4,28.4,25.6
2026-02-03T13:37:09.884413,57.3,34.1,28.3,25.7
2026-02-03T13:37:12.087100,56.2,35.7,28.3,25.7
2026-02-03T13:37:14.292730,55.65,44.0,28.3,25.9
2026-02-03T13:37:16.495916,55.65,33.8,28.3,25.3
2026-02-03T13:37:18.699513,56.2,35.7,28.3,26.0
2026-02-03T13:37:20.901821,55.65,39.8,28.3,25.3
2026-02-03T13:37:23.105523,55.65,32.9,28.3,25.3
2026-02-03T13:37:25.308806,55.65,38.9,28.3,25.5
2026-02-03T13:37:27.512823,55.65,32.5,28.3,25.5
2026-02-03T13:37:29.717391,56.75,30.7,28.3,25.5
2026-02-03T13:37:31.926877,56.2,42.7,28.3,25.3
2026-02-03T13:37:34.129174,55.65,30.6,28.3,25.3
2026-02-03T13:37:36.333589,56.75,42.2,28.3,24.9
2026-02-03T13:37:38.538474,55.65,33.0,28.3,25.8
2026-02-03T13:37:40.742228,55.65,32.5,28.3,25.2
2026-02-03T13:37:42.947220,55.65,40.3,28.3,25.9
2026-02-03T13:37:45.150319,57.3,30.5,28.3,25.9
2026-02-03T13:37:47.354510,57.3,41.5,28.3,26.0
