timestamp,temperature_C,cpu_percent,memory_percent,npu_utilization_percent
2026-02-03T16:29:11.962139,57.85,51.9,14.6,38.4
2026-02-03T16:29:14.164069,59.5,57.6,14.5,37.4
2026-02-03T16:29:16.376479,58.95,52.2,14.6,37.5
2026-02-03T16:29:18.579897,59.5,53.5,14.6,36.6
2026-02-03T16:29:20.785618,58.4,46.0,14.6,38.1
2026-02-03T16:29:22.988547,58.4,47.2,14.5,37.9
2026-02-03T16:29:25.193912,57.85,42.7,14.5,37.4
2026-02-03T16:29:27.403217,58.4,52.2,14.6,37.7
2026-02-03T16:29:29.609651,57.85,46.0,14.6,37.7
2026-02-03T16:29:31.812011,58.95,57.2,14.6,38.8
2026-02-03T16:29:34.017856,57.85,45.1,14.6,37.2
2026-02-03T16:29:36.223398,58.4,43.7,14.6,37.4
2026-02-03T16:29:38.427454,58.4,44.3,14.6,37.5
2026-02-03T16:29:40.632100,58.95,44.6,14.6,37.5
2026-02-03T16:29:42.835038,57.85,53.6,14.6,38.4
2026-02-03T16:29:45.041394,59.5,54.8,14.6,37.7
2026-02-03T16:29:47.245367,58.4,62.5,14.6,38.6
2026-02-03T16:29:49.451118,58.4,57.0,14.6,38.3
2026-02-03T16:29:51.656434,58.95,63.7,14.6,37.8
2026-02-03T16:29:53.863149,58.4,58.2,14.6,38.2
2026-02-03T16:29:56.070053,58.95,63.4,14.6,38.7
2026-02-03T16:29:58.277816,60.05,58.9,14.6,38.1
2026-02-03T16:30:00.482072,58.95,62.8,14.5,38.9
2026-02-03T16:30:02.689215,60.6,59.1,14.5,38.4
2026-02-03T16:30:04.897781,60.05,56.9,14.6,38.3
2026-02-03T16:30:07.101890,59.5,49.3,14.6,37.4
2026-02-03T16:30:09.306314,58.95,52.0,14.6,38.6
2026-02-03T16:30:11.511251,57.85,47.2,14.6,38.3
2026-02-03T16:30:13.723166,58.95,57.0,14.6,39.3
2026-02-03T16:30:15.927953,58.4,56.7,14.6,37.8
2026-02-03T16:30:18.131648,58.4,56.8,14.6,38.6
2026-02-03T16:30:20.338745,58.4,41.7,14.6,38.0
2026-02-03T16:30:22.542983,57.85,50.5,14.6,38.1
2026-02-03T16:30:24.746486,58.95,49.0,14.6,38.1
2026-02-03T16:30:26.951753,58.4,53.0,14.6,37.4
2026-02-03T16:30:29.154865,58.95,59.6,14.6,38.4
2026-02-03T16:30:31.360207,58.4,55.2,14.6,38.1
2026-02-03T16:30:33.562250,58.95,59.5,14.6,38.7
2026-02-03T16:30:35.770190,58.95,47.9,14.6,37.8
2026-02-03T16:30:37.976449,59.5,59.8,14.6,37.6
2026-02-03T16:30:40.181834,57.85,48.7,14.6,38.2
2026-02-03T16:30:42.385984,58.4,52.3,14.6,38.0
2026-02-03T16:30:44.591663,59.5,44.9,14.6,37.5
2026-02-03T16:30:46.807169,58.4,47.5,14.6,37.5
